Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2007/08,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1438801
2007/08,C00-D48,All cancers,All cancers,Number of admissions,,1322266
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,419744
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,851332
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1093242
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,81887
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,15722
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,32864
2007/08,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4528
2007/08,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6588
2007/08,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,80829
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,11823
2007/08,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,23339
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,21662
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,10847
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,32539
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5674
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,100267
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,97752
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,235222
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,301073
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,38079
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,92322
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11668
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,8578
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23201
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,19970
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,3561
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,104753
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,61897
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12156
2007/08,All codes,All admissions,All admissions,Attributable number,,440400
2007/08,C00-D48,All cancers,All cancers,Attributable number,,161200
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,105800
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,138600
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,16500
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,67300
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,10500
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,22200
2007/08,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3700
2007/08,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,800
2007/08,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,33700
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3100
2007/08,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,5100
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5400
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,3900
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,5600
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,4900
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,79000
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,21900
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,35300
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,72600
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,6900
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,14700
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7200
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,1900
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,11600
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,3300
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,1500
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,11500
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,6300
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,600
2007/08,All codes,All admissions,All admissions,Number of admissions,Male,4123309
2007/08,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,797400
2007/08,C00-D48,All cancers,All cancers,Number of admissions,Male,642115
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,213945
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,486864
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,540498
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,48156
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,11013
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,23468
2007/08,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3778
2007/08,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2007/08,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,61945
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7793
2007/08,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,16495
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11005
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4597
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,18411
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3154
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,51142
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,50489
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,127041
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,198602
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,22692
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,44767
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9019
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5405
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11860
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,8130
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1373
2007/08,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42015
2007/08,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14958
2007/08,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2007/08,All codes,All admissions,All admissions,Attributable number,Male,281500
2007/08,C00-D48,All cancers,All cancers,Attributable number,Male,114100
2007/08,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,56400
2007/08,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,96100
2007/08,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8400
2007/08,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,42200
2007/08,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,8100
2007/08,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,16400
2007/08,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3100
2007/08,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2007/08,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,28000
2007/08,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2700
2007/08,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4300
2007/08,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2600
2007/08,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2500
2007/08,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4200
2007/08,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2800
2007/08,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,40700
2007/08,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,12900
2007/08,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,23700
2007/08,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,52800
2007/08,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4000
2007/08,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8300
2007/08,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5700
2007/08,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2007/08,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6300
2007/08,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1400
2007/08,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,600
